source,target,weight,source_cell_class,source_cell_type,source_hemibrain_type,source_side,target_cell_class,target_cell_type,target_hemibrain_type,target_side
720575940659400577,720575940620779841,7.0,ALPN,,DA3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630928715,720575940620779841,43.0,ALPN,,DL2d_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940621444777,28.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940630770042,720575940621444777,6.0,ALPN,,DM1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940637526190,720575940621444777,17.0,ALPN,,VC1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940620437339,720575940621444777,17.0,ALPN,,DM6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940621692440,4.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940627480586,720575940621692440,5.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940629926159,720575940621692440,1.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940635933119,720575940621692440,7.0,ALPN,,VC4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940624001321,720575940621692440,4.0,ALPN,,VC4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940624039560,720575940621692440,3.0,ALPN,"(M_adPNm4,M_adPNm5)d","M_adPNm4,M_adPNm5",left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940621720959,9.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940636873791,720575940621720959,3.0,ALPN,,VA6_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940628467611,720575940621720959,2.0,ALPN,,VL2p_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940608199748,720575940621720959,16.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940627245585,720575940621720959,3.0,ALPN,,VP4_vPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940648650884,720575940621720959,2.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940620465904,720575940621720959,11.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940620068518,720575940621720959,13.0,ALPN,,VA7m_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940620467438,720575940621720959,4.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940623528925,720575940621767977,19.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940638633535,720575940621767977,19.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940628739560,720575940621767977,23.0,ALPN,,VC2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940617668747,720575940621767977,21.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940623528925,720575940621817322,14.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940640697808,720575940621817322,16.0,ALPN,,VM2_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940611079236,720575940621817322,10.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940625784153,720575940621817322,24.0,ALPN,,VA7l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940635082871,720575940621817322,17.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940623528925,720575940621853353,16.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940638633535,720575940621853353,20.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940629926159,720575940621853353,12.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940627772009,720575940621853353,17.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940611079236,720575940621853353,8.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940615394719,720575940621853353,7.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940619337536,720575940621853353,5.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940610048981,720575940621853353,15.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940621966827,23.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940630024566,720575940621966827,8.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940629926159,720575940621966827,14.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940636873791,720575940621966827,22.0,ALPN,,VA6_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940628316047,720575940621966827,12.0,ALPN,,DL2d_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940612284569,720575940621966827,1.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,KCab,KCab-s,left
720575940623528925,720575940622270307,14.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940630024566,720575940622270307,23.0,ALPN,,DM2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940611079236,720575940622270307,2.0,ALPN,,VA2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940610505170,720575940622270307,6.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940635933119,720575940622270307,3.0,ALPN,,VC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940622279095,18.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940611079236,720575940622279095,21.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940617179451,720575940622279095,9.0,ALPN,,VM2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940620437339,720575940622279095,7.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940648650884,720575940622279095,20.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628077568,720575940622279095,1.0,ALPN,,VM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940644258327,720575940622279095,11.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940624039560,720575940622279095,1.0,ALPN,"(M_adPNm4,M_adPNm5)d","M_adPNm4,M_adPNm5",left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940622439704,5.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940627480586,720575940622439704,1.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940611079236,720575940622439704,2.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940610048981,720575940622439704,1.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940622606315,17.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940644961588,720575940622606315,6.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940636873791,720575940622606315,8.0,ALPN,,VA6_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940617668747,720575940622606315,5.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940623004685,14.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630024566,720575940623004685,2.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940638633535,720575940623004685,33.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940614727903,720575940623004685,9.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940623004685,19.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940620551259,720575940623004685,13.0,ALPN,"(M_adPNm4,M_adPNm5)c","M_adPNm4,M_adPNm5",left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940623036415,12.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940616079035,720575940623036415,4.0,ALPN,,DL1_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940622785062,720575940623036415,2.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940623528925,720575940623068308,23.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940630024566,720575940623068308,20.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940638633535,720575940623068308,9.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940617668747,720575940623068308,4.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940630770042,720575940623068308,13.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940611079236,720575940623068308,10.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940611022515,720575940623068308,15.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940623528925,720575940623344821,13.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940656090017,720575940623344821,28.0,ALPN,,VA3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940644961588,720575940623344821,24.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627480586,720575940623344821,13.0,ALPN,,VM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940614727903,720575940623344821,7.0,ALPN,,DM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617668747,720575940623344821,9.0,ALPN,,VA4_lPN,left,Kenyon_Cell,,KCg-m,left
720575940625924618,720575940623344821,3.0,ALPN,,DA3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940623444203,26.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940638633535,720575940623444203,16.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940617668747,720575940623444203,23.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940616079035,720575940623444203,7.0,ALPN,,DL1_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940648650884,720575940623444203,24.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940623699207,14.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940630024566,720575940623699207,3.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940617668747,720575940623699207,18.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940631328104,720575940623699207,21.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940608199748,720575940623699207,31.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940621185050,720575940623699207,15.0,ALPN,,DA1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940623528925,720575940623735310,6.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940627480586,720575940623735310,7.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940629926159,720575940623735310,10.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940614727903,720575940623735310,3.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940648650884,720575940623735310,20.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940623528925,720575940623825077,22.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940604431584,720575940623825077,28.0,ALPN,,VA3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940622368792,720575940623825077,28.0,ALPN,,DL1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940625431866,720575940623825077,13.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940608970197,720575940623825077,8.0,ALPN,,DA4l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940610505170,720575940623825077,10.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940631930828,720575940623825077,1.0,ALPN,,DA4m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940635933119,720575940623825077,1.0,ALPN,,VC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940624267022,25.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940611079236,720575940624267022,10.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940648650884,720575940624267022,16.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940644258327,720575940624267022,16.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940624276784,20.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640697808,720575940624276784,16.0,ALPN,,VM2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940624057853,720575940624276784,18.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940648650884,720575940624276784,20.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627035388,720575940624276784,12.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940624297278,20.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940638633535,720575940624297278,17.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940614727903,720575940624297278,6.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940624297278,21.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940648650884,720575940624297278,18.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940624419820,6.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940638633535,720575940624419820,19.0,ALPN,,DM2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940619895125,720575940624419820,2.0,ALPN,,VP2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940630770042,720575940624419820,19.0,ALPN,,DM1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940612284569,720575940624419820,1.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,,KCg-m,left
720575940637526190,720575940624419820,5.0,ALPN,,VC1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940620199962,720575940624419820,7.0,ALPN,,VA1v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940624521022,1.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628739560,720575940624521022,28.0,ALPN,,VC2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940611079236,720575940624521022,27.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940635082871,720575940624521022,23.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940624549646,5.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630024566,720575940624549646,1.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630546540,720575940624549646,6.0,ALPN,,V_ilPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630770042,720575940624549646,10.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940624570957,6.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940628739560,720575940624570957,15.0,ALPN,,VC2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940630770042,720575940624570957,10.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940621256212,720575940624570957,15.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940616079035,720575940624570957,12.0,ALPN,,DL1_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940627160322,720575940624570957,12.0,ALPN,,DC2_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940622785062,720575940624570957,18.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940623528925,720575940624653299,16.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940640697808,720575940624653299,1.0,ALPN,,VM2_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940609454603,720575940624653299,4.0,ALPN,,VC4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940611079236,720575940624653299,5.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940617179451,720575940624653299,4.0,ALPN,,VM2_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940624001321,720575940624653299,3.0,ALPN,,VC4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940624749258,10.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940638633535,720575940624749258,2.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940627480586,720575940624749258,1.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940640697808,720575940624749258,3.0,ALPN,,VM2_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940617668747,720575940624749258,3.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630770042,720575940624749258,11.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940628181520,720575940624749258,7.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940624793272,25.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630024566,720575940624793272,26.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940624793272,33.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940625404197,16.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940614727903,720575940625404197,6.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940625404197,13.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940648650884,720575940625404197,20.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940624001321,720575940625404197,11.0,ALPN,,VC4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940625461534,12.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940624001321,720575940625461534,1.0,ALPN,,VC4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940625508733,10.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619895125,720575940625508733,4.0,ALPN,,VP2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940614727903,720575940625508733,2.0,ALPN,,DM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617668747,720575940625508733,6.0,ALPN,,VA4_lPN,left,Kenyon_Cell,,KCg-m,left
720575940624057853,720575940625508733,18.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940648650884,720575940625508733,13.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940625647114,6.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940608199748,720575940625647114,13.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940608970197,720575940625647114,4.0,ALPN,,DA4l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940620189790,720575940625647114,5.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940620068518,720575940625647114,9.0,ALPN,,VA7m_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940627035388,720575940625647114,8.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940623528925,720575940625927626,16.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940625927626,24.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940627772009,720575940625927626,21.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940610048981,720575940625927626,13.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940610752068,720575940625927626,13.0,ALPN,"(M_adPNm4,M_adPNm5)b","M_adPNm4,M_adPNm5",left,Kenyon_Cell,KCab,KCab-m,left
720575940628181520,720575940625927626,22.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940626087780,26.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940644961588,720575940626087780,12.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628739560,720575940626087780,20.0,ALPN,,VC2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940615394719,720575940626087780,9.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627160322,720575940626087780,7.0,ALPN,,DC2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940610752068,720575940626087780,7.0,ALPN,"(M_adPNm4,M_adPNm5)b","M_adPNm4,M_adPNm5",left,Kenyon_Cell,,KCg-m,left
720575940613345442,720575940626087780,1.0,ALPN,,DA1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940619928429,720575940626087780,11.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940630778428,720575940626087780,1.0,ALPN,,DL3_lPN,left,Kenyon_Cell,,KCg-m,left
720575940633804212,720575940626087780,2.0,ALPN,,D_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619385765,720575940626087780,5.0,ALPN,,DA1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940626161154,15.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630024566,720575940626161154,17.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940626161154,36.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940611079236,720575940626161154,15.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940619337536,720575940626161154,14.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940626201512,3.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940638633535,720575940626201512,1.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630770042,720575940626201512,12.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940627035388,720575940626201512,5.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940628181520,720575940626201512,5.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940626234626,1.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627480586,720575940626234626,16.0,ALPN,,VM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617668747,720575940626234626,11.0,ALPN,,VA4_lPN,left,Kenyon_Cell,,KCg-m,left
720575940630770042,720575940626234626,3.0,ALPN,,DM1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940612284569,720575940626234626,13.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,,KCg-m,left
720575940627772009,720575940626234626,20.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940609454603,720575940626234626,11.0,ALPN,,VC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619385765,720575940626234626,17.0,ALPN,,DA1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940628181520,720575940626234626,17.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940626679385,26.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940644961588,720575940626679385,14.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940629926159,720575940626679385,26.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940612284569,720575940626679385,1.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,KCab,KCab-m,left
720575940628467611,720575940626679385,18.0,ALPN,,VL2p_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940648650884,720575940626679385,34.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940626951921,10.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940625784153,720575940626951921,17.0,ALPN,,VA7l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940622785062,720575940626951921,21.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628077568,720575940626951921,7.0,ALPN,,VM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940620103590,720575940626951921,33.0,ALPN,,DL2d_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628181520,720575940626951921,21.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940627200010,18.0,ALPN,,DM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940629926159,720575940627200010,16.0,ALPN,,DM5_lPN,left,Kenyon_Cell,,KCg-m,left
720575940636873791,720575940627200010,26.0,ALPN,,VA6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940648650884,720575940627200010,25.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940623528925,720575940627235594,22.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940638633535,720575940627235594,23.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940630770042,720575940627235594,23.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940608845525,720575940627235594,1.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940648650884,720575940627235594,15.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940623528925,720575940627236874,26.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
